Student_ID,Gender,Age,Education,CGPA,Internships,Year,Hostel,Projects,Letter_of_Recommendation,Specialization,On/Off Campus,Package(LPA),HistoryOfBacklogs,Placement_Status
20803,Male,29,Master,6.57,3,2022,Opted,5,Yes,Electrical,On Campus,947590,2,Placed
20804,Male,29,Master,8.46,0,2020,Opted,0,No,Mechanical,Off Campus,0,4,Not Placed
20805,Female,25,Bachelor,6.36,3,2020,Not Opted,1,No,Computer Science,Off Campus,0,3,Not Placed
20806,Female,29,Master,5.95,4,2023,Opted,2,Yes,Computer Science,On Campus,483932,2,Placed
20807,Female,24,Bachelor,5.92,3,2021,Opted,1,Yes,Information Technology,Off Campus,0,4,Not Placed
20808,Male,22,Bachelor,6.71,3,2019,Opted,5,Yes,Mechanical,On Campus,933349,0,Placed
20809,Female,26,Bachelor,7.15,1,2018,Opted,1,No,Computer Science,Off Campus,828021,0,Placed
20810,Male,24,Master,9.15,4,2021,Not Opted,1,No,Electrical,On Campus,477354,2,Placed
20811,Male,26,Master,5.6,3,2021,Not Opted,2,Yes,Information Technology,On Campus,0,4,Not Placed
20812,Male,24,Master,8.67,3,2023,Opted,2,No,Computer Science,Off Campus,0,3,Not Placed
20813,Male,26,Bachelor,7.66,4,2018,Not Opted,2,Yes,Information Technology,Off Campus,0,3,Not Placed
20814,Female,24,Master,6.44,4,2020,Opted,2,No,Computer Science,Off Campus,688260,1,Placed
20815,Female,22,Bachelor,7.46,0,2019,Opted,1,Yes,Mechanical,Off Campus,635869,2,Placed
20816,Male,29,Master,6.5,1,2020,Opted,4,No,Information Technology,Off Campus,0,4,Not Placed
20817,Male,27,Bachelor,7.98,4,2021,Not Opted,4,No,Electrical,Off Campus,372022,2,Placed
20818,Male,23,Bachelor,7.17,4,2019,Not Opted,2,No,Electrical,Off Campus,0,3,Not Placed
20819,Female,21,Bachelor,5.82,2,2022,Not Opted,3,No,Electrical,Off Campus,0,4,Not Placed
20820,Male,28,Master,5.58,4,2021,Not Opted,0,Yes,Information Technology,On Campus,755737,0,Placed
20821,Male,26,Bachelor,,1,2020,Not Opted,5,No,Computer Science,Off Campus,551477,0,Placed
20822,Female,27,Bachelor,9.51,3,2020,Opted,3,Yes,Information Technology,Off Campus,0,4,Not Placed
20823,Female,27,Bachelor,6.72,3,2023,Opted,5,Yes,Computer Science,On Campus,685780,2,Placed
20824,Male,25,Bachelor,8.67,3,2020,Not Opted,3,Yes,Electronics,On Campus,709590,2,Placed
20825,Female,21,Bachelor,8.29,3,2018,Not Opted,3,Yes,Computer Science,On Campus,753667,0,Placed
20826,Female,27,Bachelor,9.66,2,2021,Not Opted,4,No,Electrical,On Campus,237780,0,Placed
20827,Male,27,Master,9.1,4,2019,Opted,0,Yes,Computer Science,Off Campus,0,3,Not Placed
20828,Female,25,Master,7.83,3,2020,Not Opted,3,No,Mechanical,Off Campus,0,4,Not Placed
20829,Male,23,Bachelor,8.29,0,2023,Opted,2,No,Information Technology,On Campus,724338,2,Placed
20830,Female,29,Master,9.49,3,2023,Opted,5,No,Information Technology,On Campus,0,3,Not Placed
20831,Male,24,Master,7.0,4,2020,Not Opted,4,No,Mechanical,Off Campus,511890,2,Placed
20832,Male,21,Bachelor,6.63,3,2018,Opted,5,Yes,Information Technology,Off Campus,868465,0,Placed
20833,Male,21,Bachelor,5.05,2,2023,Opted,2,No,Civil,Off Campus,0,4,Not Placed
20834,Female,23,Bachelor,9.13,1,2019,Not Opted,2,Yes,Computer Science,Off Campus,629857,1,Placed
20835,Male,26,Master,9.0,1,2021,Opted,3,No,Information Technology,On Campus,0,4,Not Placed
20836,Female,27,Bachelor,5.52,4,2022,Not Opted,2,No,Electrical,Off Campus,373104,1,Placed
20837,Male,24,Master,7.88,1,2018,Opted,0,Yes,Mechanical,On Campus,0,3,Not Placed
20838,Male,27,Bachelor,,1,2023,Not Opted,2,No,Computer Science,On Campus,500660,1,Placed
20839,Female,30,Master,5.59,0,2021,Not Opted,3,No,Mechanical,On Campus,549301,1,Placed
20840,Male,22,Bachelor,9.9,4,2022,Opted,5,No,Electrical,Off Campus,0,3,Not Placed
20841,Male,27,Bachelor,6.07,4,2020,Not Opted,2,No,Electronics,On Campus,0,4,Not Placed
20842,Female,24,Master,5.34,1,2020,Opted,4,No,Information Technology,Off Campus,0,3,Not Placed
20843,Male,25,Master,7.97,1,2019,Opted,4,Yes,Computer Science,On Campus,760076,0,Placed
20844,Male,30,Master,8.69,1,2022,Not Opted,4,No,Mechanical,Off Campus,320754,0,Placed
20845,Male,28,Master,5.16,2,2020,Opted,5,No,Mechanical,On Campus,488384,1,Placed
20846,Male,24,Master,8.29,3,2020,Not Opted,1,Yes,Information Technology,On Campus,0,3,Not Placed
20847,Female,26,Master,7.66,2,2023,Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
20848,Female,25,Bachelor,5.52,4,2019,Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
20849,Male,30,Master,5.86,0,2021,Not Opted,1,No,Electrical,On Campus,0,4,Not Placed
20850,Female,27,Bachelor,7.84,3,2020,Opted,5,No,Computer Science,On Campus,928962,2,Placed
20851,Male,25,Bachelor,6.48,0,2018,Opted,4,Yes,Information Technology,Off Campus,474233,2,Placed
20852,Female,24,Master,9.69,4,2018,Opted,3,No,Information Technology,On Campus,756888,2,Placed
20853,Male,25,Bachelor,9.09,4,2021,Opted,5,No,Electronics,Off Campus,0,4,Not Placed
20854,Male,24,Master,9.92,0,2022,Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
20855,Male,27,Master,6.3,0,2019,Opted,4,Yes,Information Technology,On Campus,548109,2,Placed
20856,Male,26,Bachelor,9.85,0,2023,Opted,1,No,Electrical,Off Campus,0,3,Not Placed
20857,Male,22,Bachelor,7.16,4,2018,Opted,3,Yes,Electrical,On Campus,955897,1,Placed
20858,Male,25,Master,6.74,1,2018,Not Opted,5,No,Information Technology,Off Campus,666869,2,Placed
20859,Female,27,Master,5.25,0,2021,Opted,2,Yes,Information Technology,Off Campus,271895,1,Placed
20860,Male,27,Bachelor,5.26,3,2022,Opted,0,No,Electronics,On Campus,0,4,Not Placed
20861,Female,25,Bachelor,8.46,4,2022,Not Opted,3,Yes,Electronics,Off Campus,818618,0,Placed
20862,Male,27,Bachelor,7.29,2,2021,Not Opted,2,Yes,Electronics,On Campus,0,4,Not Placed
20863,Female,24,Bachelor,6.13,2,2018,Not Opted,3,Yes,Mechanical,Off Campus,0,4,Not Placed
20864,Female,24,Master,8.07,3,2019,Opted,2,Yes,Electronics,Off Campus,0,4,Not Placed
20865,Female,24,Master,6.26,1,2018,Not Opted,2,Yes,Electronics,Off Campus,200615,2,Placed
20866,Male,25,Master,7.89,0,2022,Not Opted,3,Yes,Computer Science,Off Campus,900972,1,Placed
20867,Male,26,Master,6.8,4,2023,Opted,1,Yes,Information Technology,On Campus,971614,2,Placed
20868,Female,23,Bachelor,9.12,0,2018,Opted,3,Yes,Information Technology,Off Campus,722915,0,Placed
20869,Male,22,Bachelor,9.1,4,2019,Not Opted,3,Yes,Computer Science,Off Campus,0,4,Not Placed
20870,Female,24,Master,7.39,2,2020,Not Opted,2,No,Electrical,Off Campus,0,3,Not Placed
20871,Male,25,Master,6.75,0,2018,Opted,0,Yes,Computer Science,On Campus,569956,0,Placed
20872,Female,24,Master,6.81,3,2021,Opted,2,No,Electronics,On Campus,530019,1,Placed
20873,Female,24,Master,9.03,1,2020,Opted,4,Yes,Information Technology,On Campus,806070,0,Placed
20874,Male,28,Master,6.64,3,2021,Opted,3,No,Information Technology,On Campus,261700,2,Placed
20875,Female,30,Master,6.05,1,2021,Opted,5,No,Civil,Off Campus,0,3,Not Placed
20876,Male,24,Master,5.42,0,2021,Not Opted,3,Yes,Information Technology,Off Campus,223758,2,Placed
20877,Female,24,Master,7.33,0,2018,Opted,1,Yes,Information Technology,Off Campus,0,4,Not Placed
20878,Female,24,Master,7.41,1,2022,Opted,5,No,Information Technology,On Campus,0,4,Not Placed
20879,Male,21,Bachelor,9.2,2,2020,Opted,2,No,Mechanical,On Campus,400073,0,Placed
20880,Male,24,Master,6.11,4,2019,Opted,1,Yes,Information Technology,Off Campus,0,4,Not Placed
20881,Male,27,Bachelor,6.9,3,2022,Opted,3,Yes,Electrical,Off Campus,0,4,Not Placed
20882,Female,27,Bachelor,,3,2018,Not Opted,2,Yes,Computer Science,Off Campus,708911,1,Placed
20883,Male,27,Master,9.12,3,2021,Opted,2,No,Electrical,On Campus,731088,1,Placed
20884,Female,30,Master,6.92,0,2019,Not Opted,4,Yes,Computer Science,Off Campus,970157,2,Placed
20885,Female,27,Bachelor,7.3,3,2020,Opted,4,Yes,Electronics,Off Campus,759827,2,Placed
20886,Male,27,Bachelor,6.52,4,2022,Not Opted,0,Yes,Electronics,On Campus,433259,1,Placed
20887,Male,28,Master,9.66,4,2023,Not Opted,4,Yes,Electronics,On Campus,857960,0,Placed
20888,Female,21,Bachelor,5.59,1,2022,Opted,5,Yes,Electronics,Off Campus,809451,1,Placed
20889,Female,30,Master,9.67,0,2019,Opted,2,No,Electrical,On Campus,446765,2,Placed
20890,Male,30,Master,8.42,4,2018,Opted,4,No,Electronics,Off Campus,0,3,Not Placed
20891,Male,28,Master,7.66,2,2020,Opted,0,Yes,Information Technology,Off Campus,0,4,Not Placed
20892,Male,24,Bachelor,5.16,0,2019,Opted,3,Yes,Electrical,Off Campus,0,3,Not Placed
20893,Male,24,Bachelor,7.38,0,2021,Not Opted,5,No,Computer Science,Off Campus,0,3,Not Placed
20894,Male,24,Master,7.04,4,2020,Opted,4,Yes,Computer Science,On Campus,0,4,Not Placed
20895,Female,26,Bachelor,5.81,2,2022,Opted,2,No,Information Technology,On Campus,856318,1,Placed
20896,Female,27,Bachelor,8.28,1,2019,Not Opted,3,Yes,Information Technology,On Campus,454905,0,Placed
20897,Female,26,Bachelor,9.86,4,2022,Opted,2,No,Computer Science,Off Campus,0,3,Not Placed
20898,Female,21,Bachelor,7.81,2,2022,Not Opted,3,No,Electronics,Off Campus,924434,0,Placed
20899,Male,27,Bachelor,8.57,0,2022,Opted,5,Yes,Computer Science,Off Campus,260021,2,Placed
20900,Male,27,Bachelor,5.34,2,2018,Not Opted,2,No,Computer Science,On Campus,0,3,Not Placed
20901,Male,27,Bachelor,7.09,0,2022,Opted,4,Yes,Electronics,On Campus,381854,2,Placed
20902,Female,26,Master,5.58,4,2021,Not Opted,4,No,Information Technology,Off Campus,668735,1,Placed
20903,Female,26,Bachelor,8.06,4,2021,Not Opted,0,Yes,Electronics,On Campus,0,3,Not Placed
20904,Male,25,Bachelor,9.69,3,2020,Opted,3,Yes,Electrical,On Campus,748930,2,Placed
20905,Male,26,Bachelor,8.31,3,2023,Opted,0,Yes,Civil,On Campus,541147,2,Placed
20906,Female,27,Bachelor,5.38,3,2022,Opted,1,No,Electrical,On Campus,848002,1,Placed
20907,Female,27,Bachelor,6.77,4,2022,Not Opted,4,Yes,Computer Science,Off Campus,724493,0,Placed
20908,Male,27,Bachelor,7.75,1,2019,Not Opted,3,Yes,Information Technology,On Campus,212442,0,Placed
20909,Male,27,Bachelor,7.02,4,2018,Not Opted,5,Yes,Computer Science,Off Campus,0,3,Not Placed
20910,Female,27,Bachelor,9.17,2,2023,Opted,0,No,Mechanical,On Campus,238909,1,Placed
20911,Male,30,Master,9.07,4,2020,Opted,5,Yes,Computer Science,Off Campus,0,3,Not Placed
20912,Male,27,Bachelor,8.06,4,2023,Not Opted,5,No,Information Technology,Off Campus,657486,0,Placed
20913,Male,27,Bachelor,6.87,0,2022,Opted,5,No,Computer Science,On Campus,295698,1,Placed
20914,Female,27,Bachelor,6.28,0,2019,Not Opted,0,No,Electronics,Off Campus,0,4,Not Placed
20915,Female,27,Bachelor,5.53,0,2018,Opted,1,Yes,Information Technology,Off Campus,904690,1,Placed
20916,Female,24,Master,6.77,4,2020,Opted,0,Yes,Civil,On Campus,287087,1,Placed
20917,Female,30,Master,7.07,1,2023,Not Opted,2,No,Computer Science,Off Campus,0,4,Not Placed
20918,Female,25,Master,8.38,2,2020,Opted,4,Yes,Computer Science,On Campus,937392,2,Placed
20919,Female,24,Master,8.29,2,2022,Opted,0,Yes,Computer Science,Off Campus,241716,2,Placed
20920,Female,24,Master,5.35,1,2020,Opted,0,No,Electronics,On Campus,405696,2,Placed
20921,Male,28,Master,6.98,1,2019,Opted,1,No,Mechanical,On Campus,378054,0,Placed
20922,Male,24,Master,5.91,2,2020,Opted,2,Yes,Computer Science,On Campus,358516,1,Placed
20923,Male,24,Master,,3,2021,Not Opted,0,No,Computer Science,On Campus,0,4,Not Placed
20924,Male,27,Master,9.14,0,2019,Opted,4,Yes,Electronics,On Campus,234571,0,Placed
20925,Male,30,Master,5.21,0,2023,Not Opted,4,No,Computer Science,Off Campus,0,4,Not Placed
20926,Male,29,Master,7.1,2,2018,Opted,0,Yes,Computer Science,Off Campus,939578,0,Placed
20927,Male,24,Master,,1,2018,Opted,5,Yes,Computer Science,On Campus,769326,0,Placed
20928,Female,24,Master,9.4,3,2022,Not Opted,5,No,Computer Science,Off Campus,797083,0,Placed
20929,Female,24,Master,7.79,2,2022,Not Opted,2,Yes,Computer Science,Off Campus,0,4,Not Placed
20930,Male,30,Master,6.16,0,2021,Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
20931,Male,24,Master,7.51,4,2023,Opted,5,No,Information Technology,On Campus,735518,0,Placed
20932,Female,27,Bachelor,8.66,1,2018,Not Opted,4,Yes,Electronics,On Campus,336974,2,Placed
20933,Male,24,Master,9.79,4,2018,Not Opted,2,Yes,Information Technology,Off Campus,227050,1,Placed
20934,Male,25,Bachelor,6.1,2,2018,Not Opted,2,Yes,Electronics,On Campus,0,3,Not Placed
20935,Female,24,Master,9.43,0,2018,Not Opted,5,No,Computer Science,On Campus,0,3,Not Placed
20936,Male,24,Master,9.67,3,2020,Opted,0,No,Electrical,Off Campus,0,4,Not Placed
20937,Female,22,Bachelor,9.58,4,2023,Opted,3,No,Information Technology,On Campus,0,3,Not Placed
20938,Male,24,Master,8.18,3,2019,Opted,1,No,Electronics,On Campus,0,4,Not Placed
20939,Female,27,Bachelor,8.15,0,2019,Opted,3,No,Computer Science,On Campus,0,4,Not Placed
20940,Female,25,Bachelor,7.02,4,2021,Opted,3,Yes,Mechanical,On Campus,502388,2,Placed
20941,Female,21,Bachelor,8.76,3,2020,Not Opted,4,Yes,Computer Science,On Campus,676697,0,Placed
20942,Male,26,Master,7.66,3,2018,Not Opted,2,Yes,Information Technology,Off Campus,0,3,Not Placed
20943,Female,25,Master,8.39,4,2018,Not Opted,4,No,Civil,On Campus,431898,0,Placed
20944,Male,24,Master,7.14,0,2022,Opted,5,Yes,Electrical,On Campus,980839,0,Placed
20945,Male,27,Bachelor,8.66,3,2022,Not Opted,1,No,Information Technology,Off Campus,562839,0,Placed
20946,Male,27,Bachelor,9.12,2,2021,Opted,5,Yes,Mechanical,Off Campus,0,4,Not Placed
20947,Male,29,Master,5.73,4,2018,Opted,0,No,Information Technology,On Campus,447943,0,Placed
20948,Female,29,Master,9.16,1,2021,Opted,1,Yes,Computer Science,Off Campus,0,3,Not Placed
20949,Female,29,Master,7.7,1,2020,Not Opted,4,Yes,Civil,On Campus,0,4,Not Placed
20950,Male,24,Master,9.22,0,2019,Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
20951,Male,24,Master,7.16,2,2018,Opted,5,Yes,Mechanical,On Campus,0,4,Not Placed
20952,Female,27,Bachelor,6.9,3,2023,Not Opted,4,Yes,Computer Science,Off Campus,507181,1,Placed
20953,Male,25,Bachelor,9.58,1,2020,Opted,4,No,Electronics,On Campus,312666,1,Placed
20954,Female,22,Bachelor,6.26,0,2018,Not Opted,3,Yes,Electrical,Off Campus,851336,1,Placed
20955,Male,24,Master,9.22,2,2023,Opted,0,Yes,Civil,On Campus,986360,1,Placed
20956,Male,27,Bachelor,7.42,2,2022,Not Opted,3,No,Electrical,On Campus,0,4,Not Placed
20957,Female,26,Bachelor,7.57,0,2021,Opted,4,No,Computer Science,On Campus,835552,0,Placed
20958,Male,27,Bachelor,6.54,0,2022,Opted,2,No,Electrical,Off Campus,885401,2,Placed
20959,Female,27,Bachelor,7.87,3,2019,Not Opted,3,No,Computer Science,Off Campus,997147,2,Placed
20960,Male,21,Bachelor,6.63,0,2022,Opted,4,No,Electronics,On Campus,615019,1,Placed
20961,Male,27,Master,5.2,3,2018,Not Opted,4,Yes,Mechanical,On Campus,662122,0,Placed
20962,Male,27,Bachelor,6.36,3,2023,Opted,0,No,Information Technology,On Campus,0,3,Not Placed
20963,Female,24,Master,5.03,4,2022,Not Opted,5,No,Electronics,On Campus,368147,0,Placed
20964,Male,24,Master,9.89,2,2018,Opted,1,Yes,Computer Science,Off Campus,0,3,Not Placed
20965,Male,30,Master,9.83,2,2019,Opted,3,Yes,Information Technology,Off Campus,515792,2,Placed
20966,Male,26,Master,6.98,2,2023,Opted,3,Yes,Information Technology,Off Campus,745422,0,Placed
20967,Male,30,Master,8.64,4,2022,Not Opted,3,Yes,Electrical,On Campus,970545,0,Placed
20968,Female,27,Bachelor,6.73,3,2021,Not Opted,4,Yes,Computer Science,On Campus,269123,2,Placed
20969,Female,24,Bachelor,8.36,3,2021,Not Opted,0,No,Electronics,Off Campus,688775,0,Placed
20970,Male,28,Master,9.03,0,2023,Not Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
20971,Female,25,Master,9.73,4,2021,Not Opted,4,No,Electrical,Off Campus,857773,0,Placed
20972,Male,24,Master,7.0,0,2022,Opted,5,Yes,Computer Science,Off Campus,0,3,Not Placed
20973,Male,24,Bachelor,8.92,4,2022,Opted,2,No,Electronics,On Campus,353627,1,Placed
20974,Male,24,Master,6.33,0,2023,Opted,0,Yes,Computer Science,On Campus,604168,0,Placed
20975,Female,27,Bachelor,9.95,1,2022,Opted,3,No,Electrical,On Campus,0,3,Not Placed
20976,Female,28,Master,5.13,2,2018,Opted,1,No,Computer Science,Off Campus,667216,2,Placed
20977,Female,21,Bachelor,8.02,2,2019,Not Opted,3,No,Electronics,On Campus,266686,1,Placed
20978,Female,26,Master,8.3,3,2021,Opted,4,No,Information Technology,Off Campus,756552,0,Placed
20979,Female,27,Bachelor,8.44,1,2018,Not Opted,0,No,Electronics,Off Campus,0,3,Not Placed
20980,Female,27,Master,5.6,2,2023,Opted,0,No,Computer Science,Off Campus,640769,0,Placed
20981,Female,24,Bachelor,9.69,3,2021,Not Opted,0,No,Electronics,Off Campus,0,3,Not Placed
20982,Female,21,Bachelor,5.91,1,2018,Not Opted,2,No,Computer Science,Off Campus,953682,0,Placed
20983,Female,22,Bachelor,8.11,2,2022,Not Opted,3,No,Computer Science,On Campus,340880,1,Placed
20984,Male,25,Bachelor,6.11,0,2023,Opted,2,No,Information Technology,On Campus,252330,1,Placed
20985,Female,25,Bachelor,6.54,4,2023,Opted,5,Yes,Computer Science,On Campus,838960,0,Placed
20986,Female,27,Bachelor,7.73,1,2021,Opted,1,No,Computer Science,Off Campus,500489,0,Placed
20987,Female,26,Bachelor,7.09,3,2022,Opted,5,No,Mechanical,On Campus,0,4,Not Placed
20988,Female,28,Master,5.8,1,2021,Not Opted,4,Yes,Civil,Off Campus,763510,0,Placed
20989,Female,24,Master,5.85,3,2020,Not Opted,2,No,Electronics,On Campus,257755,0,Placed
20990,Female,24,Master,7.09,1,2018,Not Opted,2,No,Computer Science,Off Campus,995365,1,Placed
20991,Female,26,Master,8.79,3,2020,Not Opted,5,Yes,Computer Science,Off Campus,374811,0,Placed
20992,Female,30,Master,9.49,2,2018,Opted,4,Yes,Electrical,On Campus,378810,2,Placed
20993,Female,23,Bachelor,5.42,0,2019,Not Opted,0,No,Computer Science,Off Campus,829425,0,Placed
20994,Female,26,Bachelor,6.97,2,2023,Opted,4,Yes,Mechanical,On Campus,0,4,Not Placed
20995,Female,26,Bachelor,5.5,0,2021,Not Opted,3,No,Computer Science,On Campus,0,3,Not Placed
20996,Male,22,Bachelor,5.08,2,2019,Not Opted,5,No,Civil,On Campus,823539,1,Placed
20997,Male,27,Bachelor,8.31,2,2019,Not Opted,4,No,Information Technology,Off Campus,870740,2,Placed
20998,Female,24,Master,8.01,1,2023,Opted,0,Yes,Electronics,Off Campus,0,3,Not Placed
20999,Female,26,Master,5.82,4,2023,Opted,4,No,Computer Science,Off Campus,490318,2,Placed
21000,Male,24,Master,6.17,3,2018,Not Opted,2,No,Mechanical,Off Campus,600077,1,Placed
21001,Female,24,Master,5.12,3,2020,Not Opted,1,Yes,Computer Science,On Campus,0,4,Not Placed
21002,Male,22,Bachelor,9.17,3,2022,Not Opted,2,No,Electrical,Off Campus,828937,1,Placed
21003,Male,27,Bachelor,9.87,0,2018,Opted,1,No,Electronics,On Campus,775607,2,Placed
21004,Male,24,Bachelor,5.68,3,2022,Opted,4,No,Computer Science,On Campus,902088,2,Placed
21005,Male,28,Master,6.16,3,2019,Opted,3,No,Information Technology,Off Campus,617579,1,Placed
21006,Male,26,Bachelor,9.34,1,2022,Not Opted,4,No,Information Technology,Off Campus,287846,0,Placed
21007,Female,30,Master,9.63,2,2020,Opted,0,No,Information Technology,On Campus,370372,1,Placed
21008,Male,24,Bachelor,7.1,3,2018,Not Opted,4,Yes,Information Technology,Off Campus,0,4,Not Placed
21009,Female,25,Bachelor,5.25,4,2023,Opted,1,No,Information Technology,On Campus,411177,1,Placed
21010,Female,29,Master,5.2,3,2020,Not Opted,2,No,Information Technology,Off Campus,0,3,Not Placed
21011,Male,27,Bachelor,7.87,0,2020,Not Opted,3,Yes,Electrical,Off Campus,959103,0,Placed
21012,Male,27,Bachelor,6.96,0,2018,Opted,4,No,Electrical,On Campus,0,3,Not Placed
21013,Female,29,Master,5.14,0,2023,Not Opted,4,No,Computer Science,On Campus,889331,1,Placed
21014,Male,27,Bachelor,7.92,3,2020,Not Opted,2,Yes,Mechanical,On Campus,256152,0,Placed
21015,Male,24,Master,5.06,1,2023,Not Opted,3,Yes,Mechanical,Off Campus,0,3,Not Placed
21016,Female,27,Bachelor,8.94,4,2021,Opted,5,Yes,Electrical,Off Campus,0,3,Not Placed
21017,Female,24,Bachelor,6.53,3,2021,Not Opted,4,Yes,Information Technology,Off Campus,915400,0,Placed
21018,Male,23,Bachelor,5.2,1,2021,Opted,4,Yes,Information Technology,On Campus,427977,0,Placed
21019,Female,27,Bachelor,7.94,1,2022,Opted,5,Yes,Electronics,On Campus,943919,2,Placed
21020,Male,23,Bachelor,6.99,3,2020,Not Opted,1,Yes,Electrical,Off Campus,584521,0,Placed
21021,Male,27,Bachelor,9.87,3,2018,Opted,1,No,Computer Science,On Campus,260616,1,Placed
21022,Male,26,Bachelor,7.72,1,2018,Not Opted,0,No,Electrical,Off Campus,0,4,Not Placed
21023,Female,25,Bachelor,6.38,1,2022,Opted,2,No,Computer Science,On Campus,354969,2,Placed
21024,Female,24,Master,8.55,1,2018,Not Opted,3,Yes,Computer Science,Off Campus,485154,0,Placed
21025,Female,28,Master,6.36,3,2021,Opted,4,No,Electronics,Off Campus,0,4,Not Placed
21026,Female,27,Bachelor,9.52,1,2020,Not Opted,4,Yes,Electrical,Off Campus,846110,2,Placed
21027,Female,21,Bachelor,6.87,0,2018,Not Opted,0,No,Information Technology,On Campus,351186,1,Placed
21028,Male,29,Master,7.75,3,2018,Not Opted,4,No,Electrical,On Campus,0,4,Not Placed
21029,Male,25,Bachelor,5.25,0,2019,Not Opted,2,No,Mechanical,Off Campus,483269,0,Placed
21030,Male,24,Bachelor,7.13,2,2019,Opted,0,No,Electrical,Off Campus,687310,0,Placed
21031,Male,26,Master,9.16,3,2019,Opted,2,Yes,Electrical,Off Campus,643612,1,Placed
21032,Female,26,Bachelor,9.03,2,2020,Not Opted,0,Yes,Computer Science,Off Campus,375918,2,Placed
21033,Male,22,Bachelor,6.12,1,2021,Opted,4,No,Computer Science,Off Campus,0,4,Not Placed
21034,Female,28,Master,6.13,1,2023,Not Opted,0,Yes,Information Technology,Off Campus,554805,1,Placed
21035,Male,27,Bachelor,9.09,4,2021,Not Opted,1,Yes,Electrical,On Campus,981444,2,Placed
21036,Female,21,Bachelor,9.65,1,2021,Opted,3,No,Electronics,On Campus,0,3,Not Placed
21037,Female,25,Master,5.48,2,2020,Opted,4,Yes,Information Technology,On Campus,0,3,Not Placed
21038,Male,26,Bachelor,,1,2020,Not Opted,5,Yes,Information Technology,On Campus,319233,2,Placed
21039,Male,24,Master,6.69,3,2019,Opted,3,Yes,Computer Science,Off Campus,616790,0,Placed
21040,Male,22,Bachelor,9.35,1,2018,Not Opted,4,Yes,Computer Science,Off Campus,213869,0,Placed
21041,Male,24,Bachelor,5.42,4,2022,Opted,3,No,Mechanical,Off Campus,0,3,Not Placed
21042,Female,24,Master,6.06,1,2022,Opted,1,No,Electrical,On Campus,786455,0,Placed
21043,Male,27,Master,8.76,2,2023,Opted,3,Yes,Computer Science,On Campus,911507,0,Placed
21044,Male,22,Bachelor,5.26,2,2018,Opted,0,No,Electronics,Off Campus,443758,2,Placed
21045,Female,24,Master,7.46,1,2023,Opted,3,No,Electronics,On Campus,867482,2,Placed
21046,Male,29,Master,,2,2019,Not Opted,4,No,Electrical,On Campus,374899,0,Placed
21047,Male,25,Bachelor,6.67,2,2023,Opted,5,Yes,Computer Science,Off Campus,868695,2,Placed
21048,Male,22,Bachelor,6.97,4,2018,Opted,5,Yes,Information Technology,Off Campus,0,4,Not Placed
21049,Male,27,Bachelor,7.65,3,2018,Not Opted,2,No,Computer Science,Off Campus,0,3,Not Placed
21050,Male,29,Master,,4,2022,Not Opted,3,No,Electronics,On Campus,0,4,Not Placed
21051,Female,24,Master,7.86,0,2019,Not Opted,5,Yes,Electrical,Off Campus,0,4,Not Placed
21052,Male,24,Master,9.03,4,2020,Opted,3,No,Electrical,Off Campus,325662,0,Placed
21053,Male,24,Master,,1,2023,Opted,5,Yes,Information Technology,Off Campus,676827,0,Placed
21054,Male,27,Bachelor,,3,2022,Not Opted,3,No,Computer Science,On Campus,0,4,Not Placed
21055,Male,30,Master,5.75,1,2023,Not Opted,4,Yes,Computer Science,On Campus,0,4,Not Placed
21056,Male,24,Bachelor,6.34,0,2023,Not Opted,3,Yes,Civil,Off Campus,275675,1,Placed
21057,Female,24,Master,6.81,3,2020,Not Opted,4,Yes,Computer Science,Off Campus,240503,1,Placed
21058,Male,27,Bachelor,7.04,2,2019,Opted,4,Yes,Computer Science,On Campus,0,3,Not Placed
21059,Female,26,Bachelor,8.4,4,2018,Opted,2,No,Civil,On Campus,0,4,Not Placed
21060,Female,23,Bachelor,5.28,1,2021,Opted,5,Yes,Electrical,Off Campus,807612,2,Placed
21061,Male,26,Master,,0,2023,Opted,0,No,Electronics,On Campus,618277,1,Placed
21062,Male,26,Bachelor,6.96,2,2021,Opted,4,Yes,Computer Science,Off Campus,865307,0,Placed
21063,Male,25,Bachelor,8.49,4,2019,Not Opted,5,Yes,Electrical,Off Campus,0,4,Not Placed
21064,Male,24,Master,5.97,2,2021,Opted,1,No,Information Technology,On Campus,547694,2,Placed
21065,Female,27,Bachelor,8.21,4,2023,Not Opted,3,No,Electronics,Off Campus,363704,2,Placed
21066,Male,24,Master,6.3,3,2020,Not Opted,1,No,Computer Science,Off Campus,350424,2,Placed
21067,Male,30,Master,9.43,2,2021,Not Opted,3,Yes,Information Technology,On Campus,485797,0,Placed
21068,Male,26,Bachelor,9.48,2,2019,Opted,2,Yes,Electronics,Off Campus,398187,1,Placed
21069,Male,22,Bachelor,6.49,2,2019,Not Opted,4,No,Electrical,On Campus,768043,2,Placed
21070,Male,24,Master,6.15,3,2020,Opted,0,Yes,Electrical,Off Campus,822642,1,Placed
